date,day,,,pm25,pm10,o3,no2,so2,co
25-08-2021,25,Aug,2021,58,24,5,7,3.972640521,2
26-08-2021,26,Aug,2021,49,30,12,6,3.357148055,2
27-08-2021,27,Aug,2021,60,41,9,6,2.279944171,2
28-08-2021,28,Aug,2021,69,43,10,6,2.139907016,2
29-08-2021,29,Aug,2021,78,42,10,7,2.157242701,2
30-08-2021,30,Aug,2021,83,21,6,9,3.519171375,3
31-08-2021,31,Aug,2021,63,22,6,9,3.854998713,2
01-09-2021,01,Sep,2021,78,24,9,8,3.689718992,3
02-09-2021,02,Sep,2021,54,16,5,6,6,2
03-09-2021,03,Sep,2021,40,28.44283029,35.56912758,7.581865013,4.782845062,3.73879795
06-09-2021,06,Sep,2021,79.16552525,30,7,8,1.690991833,3
07-09-2021,07,Sep,2021,84,20,8,9,3.529739212,4
08-09-2021,08,Sep,2021,51,21,6,7,3.953985483,3
09-09-2021,09,Sep,2021,47,18,4,6,4.229179788,2
10-09-2021,10,Sep,2021,40,14,7,7,4.205579375,3
11-09-2021,11,Sep,2021,32,18,7,8,3.945829409,4
12-09-2021,12,Sep,2021,59,16,10,8,4.033067771,4
13-09-2021,13,Sep,2021,49,35,14,7,3.501520815,3
14-09-2021,14,Sep,2021,61,52,7,9,2.34724502,4
15-09-2021,15,Sep,2021,82,48,9,7,2.110663313,3
16-09-2021,16,Sep,2021,82,42,6,8,2.543450335,3
17-09-2021,17,Sep,2021,78,36,6,8,2.864779765,3
18-09-2021,18,Sep,2021,70,23,2,6,3.683238626,2
19-09-2021,19,Sep,2021,51,19,3,6,4.027295115,3
20-09-2021,20,Sep,2021,55,18,4,7,4.010299849,3
21-09-2021,21,Sep,2021,49,195,2,7,1,3
22-09-2021,22,Sep,2021,44,29,5,6,3.248593833,2
23-09-2021,23,Sep,2021,61,35,5,7,3.233034249,2
24-09-2021,24,Sep,2021,73,32,8,5,3.243019929,2
25-09-2021,25,Sep,2021,58,26,7,5,3.510703234,1
26-09-2021,26,Sep,2021,56,23,10,5,4.111933777,2
27-09-2021,27,Sep,2021,50,17,6,8,4.149607242,3
28-09-2021,28,Sep,2021,52,15,4,8,3.975244791,3
29-09-2021,29,Sep,2021,43,29,4,9,3.264161921,4
30-09-2021,30,Sep,2021,51,28,10,6,3.706307105,3
01-10-2021,01,Oct,2021,55,34,7,10,3.949422364,7
02-10-2021,02,Oct,2021,79,38,15,9,3.523560795,5
03-10-2021,03,Oct,2021,75,42,21,7,2.545226955,3
04-10-2021,04,Oct,2021,96,31,15,8,6,7
05-10-2021,05,Oct,2021,86,41,17,10,2.923355662,5
06-10-2021,06,Oct,2021,87,40,19,11,2.889580899,5
07-10-2021,07,Oct,2021,104,39,18,11,2.737973767,5
08-10-2021,08,Oct,2021,101,27,11,9,3.205488331,4
09-10-2021,09,Oct,2021,74,24,13,7,3.929963003,3
10-10-2021,10,Oct,2021,69,42,23,10,2.687234038,5
11-10-2021,11,Oct,2021,109,63,22,9,2.143585894,5
12-10-2021,12,Oct,2021,109,52,26,13,2.578455083,8
13-10-2021,13,Oct,2021,105,63,52,12,3.007607118,8
14-10-2021,14,Oct,2021,130,67,40,11,2.212295341,7
15-10-2021,15,Oct,2021,129,57,41,8,2.346809412,3
16-10-2021,16,Oct,2021,102,56,30,10,2.307690629,5
17-10-2021,17,Oct,2021,120,58,33,8,1.797460247,4
18-10-2021,18,Oct,2021,103,52,30,9,1.940469895,4
19-10-2021,19,Oct,2021,89,51,35,10,3.503051708,5
20-10-2021,20,Oct,2021,90,56,32,11,2.246192851,5
21-10-2021,21,Oct,2021,107,50,25,9,2.215172802,5
22-10-2021,22,Oct,2021,95,50,24,10,2.591066444,5
23-10-2021,23,Oct,2021,92,44,21,8,2.367294931,4
24-10-2021,24,Oct,2021,87,41,27,9,2.631323693,5
25-10-2021,25,Oct,2021,88,53,30,11,3.209781073,6
26-10-2021,26,Oct,2021,102,62,43,15,3,8
27-10-2021,27,Oct,2021,121,60,35,12,2.010178192,5
28-10-2021,28,Oct,2021,130,68,40,16,2.323666129,6
29-10-2021,29,Oct,2021,125,69,43,16,2.020808215,7
30-10-2021,30,Oct,2021,140,78,32,20,1.591175785,9
31-10-2021,31,Oct,2021,150,79,32,21,2.08928773,11
01-11-2021,01,Nov,2021,156,71,22,17,1.983516145,7
02-11-2021,02,Nov,2021,142,72,37,20,1.608401808,9
03-11-2021,03,Nov,2021,146,82,34,18,1.5835186,7
04-11-2021,04,Nov,2021,163,82,28,13,1.968305406,6
05-11-2021,05,Nov,2021,158,55,28,12,2.054380401,5
06-11-2021,06,Nov,2021,127,67,31,14,2.208948664,5
07-11-2021,07,Nov,2021,159,67,40,18,1.48906991,7
08-11-2021,08,Nov,2021,157,69,40,17,1,8
09-11-2021,09,Nov,2021,153,69,5,16,1.891580163,8
10-11-2021,10,Nov,2021,156,74,36.13115813,19,2.379166394,7
11-11-2021,11,Nov,2021,157,71,51,18,1.80666957,8
12-11-2021,12,Nov,2021,153,78,31,19,1.921773121,11
13-11-2021,13,Nov,2021,162,73,12,16,1.837141143,9
14-11-2021,14,Nov,2021,159,71,29.91402251,18,2.003003438,9
15-11-2021,15,Nov,2021,155,69,30,15,1.9202863,7
16-11-2021,16,Nov,2021,156,58,34,13,1.876192489,7
17-11-2021,17,Nov,2021,135,33,8,10,2.386401295,5
18-11-2021,18,Nov,2021,79,45,13,15,3.281400683,8
19-11-2021,19,Nov,2021,100,55,16,12,2.55981015,6
20-11-2021,20,Nov,2021,127,41,11,11,2.210997434,4
21-11-2021,21,Nov,2021,93,26,15,9,3.261870576,4
22-11-2021,22,Nov,2021,62,32,23,7,3.707367118,4
23-11-2021,23,Nov,2021,82,53,27,10,2.746621554,5
24-11-2021,24,Nov,2021,123,55,3,10,2.384938045,6
25-11-2021,25,Nov,2021,112,62,22.90942302,10,2.515522839,8
26-11-2021,26,Nov,2021,143,68,20.44392832,14,1,9
27-11-2021,27,Nov,2021,148,67,18,13,2,5
28-11-2021,28,Nov,2021,146,73,112,16,5,7
29-11-2021,29,Nov,2021,149,75,18,14,2,7
30-11-2021,30,Nov,2021,158,59,18,10,1.963053828,6
01-12-2021,01,Dec,2021,152,60,18,11,2.027557247,6
02-12-2021,02,Dec,2021,120,62,18,11,2.122738646,8
03-12-2021,03,Dec,2021,142,66,18,12,1.716140348,9
04-12-2021,04,Dec,2021,155,45,18,9,1.846452672,6
05-12-2021,05,Dec,2021,102,68,18,13,2.207385722,8
06-12-2021,06,Dec,2021,147,94,18,16,1.962890785,11
07-12-2021,07,Dec,2021,179,114,18,19,1.709548144,16
08-12-2021,08,Dec,2021,179,77,18,16,1.903213315,15
09-12-2021,09,Dec,2021,162,73,18,18,2.02775791,13
10-12-2021,10,Dec,2021,160,75,18,18,2.035399603,12
11-12-2021,11,Dec,2021,160,75,18,17,1,14
12-12-2021,12,Dec,2021,162,68,18,13,2,7
13-12-2021,13,Dec,2021,159,56,18,10,1.971186213,5
14-12-2021,14,Dec,2021,144,64,18,13,1.875639351,8
15-12-2021,15,Dec,2021,150,59,18,11,1.928522778,7
16-12-2021,16,Dec,2021,143,69,18,14,1.831235735,9
17-12-2021,17,Dec,2021,159,71,18,14,1,9
18-12-2021,18,Dec,2021,158,69,18,14,3,7
19-12-2021,19,Dec,2021,160,77,18,17,2,12
20-12-2021,20,Dec,2021,162,78,18,17,1,14
21-12-2021,21,Dec,2021,164,68,18,15,2,9
22-12-2021,22,Dec,2021,154,64,18,13,1.952828919,7
23-12-2021,23,Dec,2021,155,63,18,11,1,7
24-12-2021,24,Dec,2021,147,52,18,9,1,6
25-12-2021,25,Dec,2021,133,52,18,13,3,6
26-12-2021,26,Dec,2021,128,64,18,16,3,10
27-12-2021,27,Dec,2021,150,55,18,10,1,6
28-12-2021,28,Dec,2021,132,53,18,10,2,5
29-12-2021,29,Dec,2021,137,64,18,13,4,6
30-12-2021,30,Dec,2021,157,63,18,14,2,7
31-12-2021,31,Dec,2021,153,61,18,15,1,10
01-01-2022,01,Jan,2022,152,64,18,12,1,9
02-01-2022,02,Jan,2022,161,71,18,18,2,14
03-01-2022,03,Jan,2022,152,66,18,16,5,13
04-01-2022,04,Jan,2022,140,75,18,17,2,11
05-01-2022,05,Jan,2022,131,67,18,12,2.216367833,6
06-01-2022,06,Jan,2022,154,68,18,14,2.178428814,6
07-01-2022,07,Jan,2022,140,55,18,8,2.009000298,4
08-01-2022,08,Jan,2022,115,22,18,6,2.696907834,2
09-01-2022,09,Jan,2022,62,36.58354993,38.1152262,8.934536361,4.36774732,4.358334716
